movieId,imdbId,tmdbId
69122,1119646,18785
64285,1118511,14447
84154,1117394,58261
60753,1117385,13012
81156,1116184,16290
65802,1114740,14560
60295,1114277,15272
90863,1113829,75964
91610,1113827,17775
63481,1111948,14655
77810,1111890,19173
59143,1111833,14236
69306,1111422,18487
72781,1104746,
94480,1104123,13486
82461,1104001,20526
68324,1103982,17680
66200,1103275,10362
78041,1103153,37821
79136,1101048,64861
116161,1100089,87492
63992,1099212,8966
67867,1098327,14164
71533,1097013,18065
72405,1095217,11699
69253,1095174,14536
58425,1094594,14793
108192,1094249,6418
67788,1093908,20048
55063,1093842,13241
60333,1093824,12172
91660,1093357,71469
70565,1092633,19905
84772,1092026,39513
67734,1091722,16614
107069,1091191,193756
71438,1087578,25050
111617,1086772,232672
103731,1085362,23431
71460,1084972,22717
62344,1084950,14976
69069,1083456,17927
60293,1082886,13990
62733,1082868,13812
69644,1080016,8355
71668,1078940,19899
68793,1078912,18360
69712,1078588,10024
59995,1078188,14748
94478,1077368,62213
54995,1077258,1992
78467,1075747,20533
70305,1075417,13836
96079,1074638,37724
92954,1073510,21634
57532,1073498,7278
92938,1071875,71676
71468,1071804,24869
66371,1069238,16804
64969,1068680,10201
64701,1068649,8276
63808,1068646,8841
90343,1068242,68817
80584,1067733,15179
86548,1067583,55787
72294,1067106,17979
112290,1065073,85350
62644,1063669,7735
57368,1060277,7191
69280,1059905,34482
62081,1059786,13027
71520,1058017,23082
72733,1057500,22954
92163,1056422,25774
69526,1055369,8373
63393,1055366,13655
80860,1055292,38408
69951,1054606,8054
66297,1054487,15060
62956,1054486,13253
60161,1054485,12889
158314,1054478,108176
66066,1053859,1977
93287,1053810,73937
75985,1053424,31867
144620,1051904,257445
68954,1049413,14160
80553,1049402,38568
99415,1047540,88042
59590,1047007,21182
65465,1046947,16409
70336,1046173,14869
69436,1045778,17610
74275,1045772,8952
59118,1045670,10503
97921,1045658,82693
89870,1043903,39517
64229,1042877,14299
69406,1041829,18240
57274,1038988,8329
75805,1038919,27573
73929,1038686,22894
73321,1037705,20504
85025,1034389,49494
93805,1034314,10679
117121,1034306,15741
65216,1034303,13813
71254,1034032,18501
59421,1033643,9029
91077,1033575,65057
57243,1032856,5259
55069,1032846,2009
69458,1032821,8940
70663,1032815,19840
62849,1032755,13809
83374,1032751,46528
63826,1031280,13220
130448,1029360,243688
62203,1029234,9539
61167,1029120,13107
80839,1028576,39486
73290,1028532,28178
53519,1028528,1991
80590,1027718,33909
65126,1024715,13973
97304,1024648,68734
65193,1024255,13971
66744,1023490,8832
58107,1023481,8328
92496,1023122,13586
58627,1023111,8456
69757,1022603,19913
79824,1020938,44737
81786,1020773,48303
79796,1020558,23759
66090,1020530,13510
118700,1020072,273895
71464,1019452,12573
61071,1018785,10188
78266,1017460,37707
76763,1017451,27586
74740,1016301,5595
63276,1016290,14943
63540,1014775,14405
69529,1014762,62320
74789,1014759,12155
88380,1013860,43935
63876,1013753,10139
67923,1013752,13804
79185,1013743,37834
86721,1013607,42521
80736,1010271,38410
63082,1010048,12405
91890,1007029,71688
62434,1007028,10358
64990,1003116,40873
58146,1001562,15365
81564,1001526,38055
66203,1001508,10184
59725,1000774,4564
59810,1000771,14050
71131,1000764,63581
60137,997088,22905
71390,996966,16194
70678,996948,33199
108709,995832,54102
56095,995829,11148
58889,995061,18218
61729,995039,12797
106782,993846,106646
86190,993842,50456
78544,993779,198308
56921,991178,69315
83349,990407,40805
68901,990404,15555
74688,989757,22971
56949,988595,6557
58554,988108,28205
56030,988102,24060
61352,988047,13291
73017,988045,10528
71530,986263,19959
64197,986233,10360
64983,985699,2253
80219,985694,23631
64993,983213,38142
90746,983193,17578
62155,981227,12182
82169,980970,10140
85510,978764,23629
71899,978762,24238
60943,978759,10183
81641,977855,38363
68838,977648,23997
73386,976246,25927
72696,976238,22949
63179,976060,8938
64622,976051,8055
98585,975645,112336
59429,974959,8277
68135,974661,16996
61075,974554,11671
70927,973844,36108
82852,970866,39451
64497,970416,10200
62376,970411,13600
90866,970179,44826
88950,968264,60309
60832,964539,12192
81932,964517,45317
79139,963966,27022
58975,963794,11152
62718,963743,12689
129514,963207,13643
66198,963178,4959
68269,962736,18320
62912,962726,11887
92613,960770,14205
65088,960731,10202
59900,960144,10661
65130,959337,4148
77866,955308,20662
65037,953318,6936
56176,952640,6477
85572,951335,37534
73469,949815,26765
60037,949731,8645
95510,948470,1930
74795,947810,22972
61705,947802,13279
81591,947798,44214
85414,945513,45612
57980,945356,12167
79293,944835,27576
73664,944834,10800
59392,942903,13001
61132,942385,7446
59549,942384,17483
78893,938283,10196
59369,936501,8681
72395,929632,25793
60674,929629,12914
62250,929425,8882
86377,927619,24447
74327,926759,12169
59306,926129,8617
81834,926084,12444
70533,923811,15137
54881,923752,13958
68884,920473,10541
160563,918940,258489
64575,918927,14359
78218,914863,38199
64034,914798,14574
60128,913445,13019
72386,913425,8088
72762,913354,4597
55071,912593,12901
55687,912592,14279
60069,910970,10681
61024,910936,10189
69118,910905,13975
115927,910865,14830
69495,910847,16240
71106,910554,22494
53123,907657,5723
61289,906665,13637
55566,906108,17202
58365,905979,28816
90345,905372,60935
134881,903657,271714
98809,903624,49051
71732,902290,21910
66785,901487,15067
65585,901476,10521
63072,898367,20766
108548,898266,
64249,897387,13394
69974,896927,30713
92048,896872,65760
57401,896798,13252
71700,896534,23966
58879,893382,7944
78637,892791,10192
67408,892782,15512
76093,892769,10191
78316,892318,37056
64499,892255,8881
55946,891527,4515
55577,890870,663
69784,889583,18480
80166,889573,41210
69481,887912,12162
61323,887883,4944
74649,886531,79519
128520,884732,252838
56145,884328,5876
59594,884224,13191
57526,880578,8090
55555,880502,2014
80551,879870,38167
78116,878835,40247
72641,878804,22881
56069,878695,13561
65261,876563,12429
79299,874957,
89343,873886,48572
59258,871426,8780
69134,870984,17609
79686,870210,42039
64620,870111,11499
58351,870090,7343
59333,866439,10761
55451,866437,5951
59103,865556,1729
109846,864835,82703
78122,863136,14518
67267,862846,13090
77201,862467,37861
55721,861739,7347
106873,860907,75629
84187,860906,22843
60937,859163,1735
71318,858486,16873
59018,857191,12473
58964,856288,13312
58191,854678,13362
61250,852713,12620
52885,851578,4977
63515,851577,22358
57453,848542,18290
102720,848537,116711
70545,848281,11115
89745,848228,24428
127728,847833,54325
56563,847817,13348
50703,846789,26594
107555,845439,43766
59141,845046,13258
89678,844794,18093
64508,844760,11127
71264,844471,22794
75983,844457,16436
74508,844330,13949
68848,844286,21755
53447,842929,1990
79242,842926,39781
59684,841119,44260
56805,841046,6575
62378,841027,10078
80489,840361,23168
58156,839980,13260
60756,838283,12133
66798,838232,15159
55269,838221,4538
140880,838192,60850
64153,837791,20919
97225,837562,76492
68967,836700,8282
52617,835787,54659
65682,834001,12437
58047,832266,8390
55167,831888,13754
61401,831887,8285
111364,831387,124905
63113,830515,10764
54503,829482,8363
114795,829150,49017
64278,828154,34283
59519,827517,12197
57792,825236,7973
56587,825232,7350
63062,824747,3580
51935,822854,7485
86835,822847,38321
65230,822832,14306
50651,822389,13140
68932,821642,17332
69606,821640,12556
55684,821470,20605
58655,817538,8457
74450,817230,32856
80586,817177,43949
103249,816711,72190
109487,816692,157336
80844,816556,27374
106441,816442,203833
54734,815244,10760
59126,815241,13007
74946,815236,34016
66310,814685,13492
64716,814314,11321
74530,814255,32657
48698,814075,13364
61465,814022,13184
78729,813980,13989
58303,813547,7862
59814,812243,14019
58315,811138,12177
49132,811136,2152
59037,811080,7459
84950,810922,50725
90890,810913,71880
61123,810900,13649
141749,810819,306819
61206,809425,29568
54426,809407,24159
74698,808510,23023
57504,808506,14069
55442,808417,2011
71823,808399,12572
55253,808357,4588
58301,808279,8461
88682,808245,65673
50011,808185,13318
68554,808151,13448
50189,808146,8275
58029,807054,7992
73168,806203,25769
73488,806027,1450
55280,805564,6615
48711,805526,18925
74152,804558,16453
56336,804555,13186
72630,804529,20764
80693,804497,43923
54787,804461,11835
54290,804452,14123
122890,803096,68735
118468,803038,158483
59418,802948,13008
60857,801526,16725
86332,800369,10195
76175,800320,18823
79163,800228,80198
57845,800099,18893
60040,800080,1724
51937,800069,9793
58998,800039,9870
48262,799954,1666
50798,799949,9760
55830,799934,4953
54331,796375,8141
54513,796368,6535
68358,796366,13475
58706,796307,32579
60397,795421,11631
53956,795368,2196
76030,795351,28355
74486,790799,19311
152057,790770,316000
79029,790769,25630
103655,790736,49524
99112,790724,75780
72479,790712,28089
55851,790706,26336
106100,790636,152532
101283,790628,124459
54256,787475,10074
114552,787474,170687
67252,785035,16353
49917,783612,58923
70465,783532,22600
55052,783233,4347
74452,780653,7978
57910,780622,13121
56079,780608,13168
53129,780571,3432
57669,780536,8321
72737,780521,10198
57353,780516,13195
72741,780511,26171
88129,780504,64690
54328,778784,4516
70282,775552,20856
56333,775529,8272
81018,775489,41201
69524,772251,62128
103042,770828,49521
96606,770802,89708
57951,770752,8676
90576,770703,63492
51698,768212,2267
60516,765476,11260
85612,765444,37405
55118,765443,2252
67508,765432,6968
55765,765429,4982
76054,765128,36970
72605,765010,7445
95067,763831,72358
102378,762138,72525
72701,762125,16866
53974,762114,2959
53024,762111,36676
55417,762110,1922
54004,762107,3563
71304,762073,22536
56915,760329,54318
55294,758798,14251
62374,758774,12113
51084,758766,11172
55247,758758,5915
82167,758752,43347
72367,758751,19851
60609,758742,16007
56801,758730,440
56274,757361,13998
83332,756727,53079
55908,756683,13363
27922,500140,23319
49284,499603,2357
54775,499556,10431
51088,499554,10090
72998,499549,19995
48682,499537,13209
59501,499448,2454
55272,498399,2001
50068,498380,1251
53435,498353,1691
60950,497465,5038
45950,497116,1781
53322,496806,298
73759,495212,
55498,494834,14753
140755,494253,77583
65685,494238,2309
53189,494222,8748
60072,493464,8909
44788,493459,16070
48322,493430,12094
55250,492956,13680
46850,492506,35199
55156,492499,30365
48817,492492,43673
52545,492481,20405
52967,491747,1919
86817,491152,49022
56908,490579,14118
51931,490204,2355
61210,490181,13256
50802,490084,1257
56633,489664,13250
56869,489458,40860
48877,489270,214
54780,489237,12435
66427,489235,1961
58025,489099,8247
68659,489049,13532
45928,489037,13508
52604,488120,6145
52606,488085,9843
51575,486946,11199
52458,486822,8271
58432,486674,8944
54259,486655,2270
53464,486576,1979
47640,486551,9988
47999,486358,1776
60763,486259,13259
92234,485985,72431
79357,485947,31011
68959,485323,14003
130970,484855,13015
55259,484562,2274
78101,484211,134901
48593,483726,9895
58297,483607,13460
59727,482606,10665
60649,482603,11802
62792,482572,13150
48780,482571,1124
50160,482546,13967
50954,482527,37725
51705,482088,6691
59022,481536,13335
101142,481499,49519
51086,481369,3594
70762,481273,12839
54276,481141,3638
85022,480687,48988
65642,480669,14139
49526,480271,10032
77364,480255,34813
56174,480249,6479
55267,480242,7211
52952,480025,11798
83480,479997,23047
62999,479952,10527
59669,479916,82437
47200,479884,1948
60135,479547,26354
60471,479528,13022
53466,479500,14043
60291,479468,13003
49651,479143,1246
95377,479113,13933
43832,478988,20981
122900,478970,102899
52973,478311,4964
86898,478304,8967
46347,478209,20604
46561,478197,57406
55094,478134,6973
58803,478087,8065
48741,478049,14201
55820,477348,6977
46972,477347,1593
91325,477302,64685
56715,477139,13198
81782,477080,44048
54745,477078,13068
51925,477071,9963
50806,477051,9757
68835,476991,19375
64660,476681,5816
59339,475984,16135
47952,475944,9954
50794,475394,7516
69720,475298,15423
46062,475293,10947
143859,475290,270487
45210,475276,9829
48872,475169,6077
68159,473705,16995
43910,473692,15675
48856,473488,8194
50005,473444,1494
50658,473434,13365
50685,473308,10758
78105,473075,9543
47815,473024,14351
39052,472566,15493
85020,472399,27582
88356,472181,41513
58347,472160,7985
56788,472062,6538
48304,472043,1579
71057,472033,12244
68137,471834,168538
56251,471711,7249
90717,471042,59108
49220,470765,14799
115713,470752,264660
50842,469754,5206
46974,469641,1852
56782,469494,7345
50923,469263,5172
104078,469021,177699
50583,468795,27337
58559,468569,155
44204,468565,868
50259,468526,26518
51709,468492,1255
47423,468489,7859
130960,468463,39041
46559,468094,7872
56367,467406,7326
58154,467200,12184
62394,467197,13051
45662,466909,806
90428,466893,44754
55100,466839,15019
140751,466669,32633
43919,466342,10073
45732,465624,4474
54999,465602,4141
66171,465580,13455
49961,465551,1259
55276,465538,4566
64116,465502,14248
56156,465494,1620
55110,465436,4629
139130,465316,62931
56775,465234,6637
53326,465203,10832
47937,464196,5072
79879,464154,43593
56339,464141,6537
49957,464049,8618
49910,463998,1646
46335,463985,9615
53000,463854,1562
45726,463034,1819
47382,462590,9762
43267,462570,78237
54272,462538,35
53550,462504,9952
57528,462499,7555
65310,462485,17287
65982,462465,10529
52281,462322,253768
54768,462244,14144
51091,462200,7874
56152,461770,4523
54270,461703,14219
47894,460989,1116
49932,460829,1730
68444,460810,16279
59387,460791,14784
57326,460780,2312
57972,460766,15030
59985,460745,12912
53318,460740,12225
68319,458525,2080
113573,458481,189
45720,458352,350
88140,458339,1771
44301,458242,1379
49286,457939,1581
50514,457655,3549
53468,457572,10288
46967,457513,512
45666,457510,9353
49225,457496,29044
48522,457495,9978
52456,457433,7183
48394,457430,1417
55999,457419,2284
69278,457400,18162
42725,456554,9900
47122,455967,9293
50445,455960,8398
112171,455944,156022
43904,455857,10053
63853,455824,6972
55116,455782,5353
51927,455760,14001
53138,455596,14208
48738,455590,1523
95313,455565,13932
62113,455538,13092
46337,455499,9513
74685,455407,29427
52462,455326,13158
140749,455299,23427
49528,454970,9796
44193,454945,9655
47099,454921,1402
43932,454919,9682
97938,454876,87827
44199,454848,388
44397,454841,9792
48319,454824,9664
51471,454776,15163
50147,454082,9656
101895,453562,109410
51939,453556,1273
49278,453467,7551
52694,453451,1268
61646,452971,3865
52644,452702,10294
70599,452694,24420
49013,452681,13767
45730,452637,9697
55245,452625,10030
50064,452624,182
55290,452623,4771
61248,452608,10483
42009,452598,9641
45501,452594,9767
47404,452039,21712
42632,451094,4550
58299,451079,12222
72165,450405,24418
53953,450385,3021
47810,450345,9708
42723,450278,1690
49530,450259,1372
43936,450232,2207
52579,450188,1407
65567,449487,13944
46723,449467,1164
51127,449121,22485
45208,449089,9530
53125,449088,285
43908,449061,7515
46578,449059,773
64997,449040,34812
49649,449010,2486
90647,448694,58423
60074,448157,8960
52328,448134,1272
47261,448075,9782
67197,448011,13811
49772,446755,14202
79203,446750,4556
46322,446059,7549
44613,446046,12763
79702,446029,22538
52460,446013,1534
52245,445934,9955
54190,445922,4688
41527,445620,67
81138,445054,39681
42197,444653,9687
51540,443706,1949
60760,443701,8836
44671,443693,8410
55363,443680,4512
58293,443649,7840
45062,443632,5820
39408,443567,38828
47610,443543,1491
42734,443536,10982
34552,443518,28201
49824,443489,1125
52717,443473,14636
51418,443456,1253
48385,443453,496
115881,443424,98622
58103,443274,7461
98154,443272,72976
55995,442933,2310
96075,442632,53803
44694,441909,219
44731,441796,10069
59784,441773,9502
64321,441762,1964
53133,441007,15568
54286,440963,2503
44828,439815,9035
92494,439553,13976
62331,439533,15981
48560,439289,7510
68791,438488,534
33639,438205,14358
44022,438097,950
44840,437863,9957
54910,437857,10961
44709,437800,13751
106397,437489,121555
42935,437447,14226
33688,437407,20651
37240,436971,14286
44511,436864,35555
33838,436724,2287
47629,436697,1165
34153,436613,14278
70697,436339,19585
44864,436331,8998
44633,436231,13222
34338,436078,15258
39715,436058,8274
78499,435761,10193
51412,435705,1738
52712,435670,9785
113378,435651,227156
40732,435625,9392
44191,434409,752
48791,434215,14012
51884,433416,16727
40581,433400,10033
49314,433387,7873
48591,433386,1975
39292,433383,3291
73268,433362,19901
60086,433350,15728
42740,433116,25890
90249,433035,39254
51174,432402,12271
39446,432348,215
72226,432283,10315
55232,432021,7737
56941,431308,6023
54736,431197,4349
96490,431021,77883
63131,430922,15373
44759,430912,3093
48159,430779,15213
61361,430770,13972
45221,430634,10115
47202,430576,148
53883,430484,49870
47044,430357,82
40574,430308,10060
46865,430304,9072
32302,430289,77120
34534,430105,8292
48660,430051,86
44225,429591,14191
47124,429589,9906
78469,429493,34544
34072,428803,1667
42677,428441,44345
59721,427998,15378
47950,427969,1249
45183,427954,8982
44195,427944,9388
52241,427470,8270
54771,427392,4858
52975,427327,2976
34542,427312,501
56885,427309,14047
44004,427229,6877
79428,427152,38778
55872,426931,5123
50442,426883,7457
59014,426592,11918
43376,426578,2117
61026,425637,12289
43708,425598,292
62115,425458,25126
44665,425210,186
36525,425123,9007
51255,425112,4638
60126,425061,11665
48520,424993,9794
51304,424938,9695
54732,424823,9750
33681,424774,14199
97757,424755,72867
32582,424565,17592
45728,424345,2295
40414,424205,11661
44974,424136,2652
32022,424129,30856
48982,424095,11619
54281,423977,8669
30803,423866,1280
53460,423294,9408
47978,423169,13075
46574,422861,14474
45880,422720,1887
40946,422528,16156
83603,422258,90272
43744,421994,1544
43558,421729,11565
64957,421715,4922
35957,421239,11460
39381,421238,16608
47148,421229,47880
82608,421090,30548
55444,421082,5708
59016,421073,1266
37382,421054,9923
49265,420901,8588
48518,420294,10781
127212,420293,308032
43899,420260,29269
33896,420251,33908
65577,420238,10199
46976,420223,1262
31408,420206,342
45028,420087,9526
48596,419946,8975
56607,419887,7979
52668,419843,13067
44197,419749,9950
71494,419724,23127
140739,419722,41423
37380,419706,8814
40412,419677,12877
41863,419294,8053
48032,419198,10846
33834,418819,11683
34528,418773,1444
40278,418763,25
31689,418753,12228
48783,418689,3683
39307,418647,12920
47491,418455,1023
53996,418279,1858
27912,418038,13372
31435,417791,31165
69844,417741,767
43556,417433,13275
45506,417385,18164
38992,417217,9910
46965,417148,326
34336,417001,11648
79006,416716,76180
51834,416508,2977
43419,416496,1969
51662,416449,1271
41285,416320,116
40723,416315,9885
58105,416236,8204
30867,416220,26275
58306,416044,12246
33880,415978,1382
55732,415965,5126
46970,415306,9718
48043,414993,1381
43679,414982,9286
42718,414852,10045
40629,414387,4348
55274,414055,4517
49647,413895,9986
33154,413845,13020
45521,413466,18484
52722,413300,559
53121,413267,810
53993,413099,2698
42958,412922,16553
121491,412888,3539
59273,412637,13650
43396,412080,9912
34437,412019,308
80026,411951,42194
57640,411477,11253
53207,411061,3489
47465,410764,11559
48231,410730,15742
58972,410377,10488
45668,410297,2044
34271,410097,10476
52950,409904,2269
83613,409847,49849
55207,409799,244797
60684,409459,13183
34198,409184,1826
45442,409182,503
92966,409011,27902
42732,408985,17379
39416,408961,21246
55261,408839,9038
37727,408790,9315
33903,408777,276
31437,408664,2517
34321,408524,13341
43871,408345,9754
41997,408306,612
56757,408236,13885
48516,407887,1422
34048,407304,74
42004,407265,546
48972,407236,21156
34523,406650,13919
40851,406375,6795
37855,406158,27176
60384,405496,56224
86504,405455,167966
35836,405422,6957
56003,405336,4723
34332,405325,11459
27904,405296,3509
30707,405159,70
44555,405094,582
43921,404390,7304
48696,404203,1440
37720,404032,8643
36535,404030,340
8987,403910,33377
8811,403703,11052
73266,403702,22327
33669,403508,9779
31804,403358,3040
34326,403217,1665
47254,402910,5289
54419,402906,33916
36509,402901,9042
42015,402894,9681
31682,402406,41569
42418,402399,11400
37386,402022,8202
51080,401997,4169
42738,401855,834
32587,401792,187
93363,401729,49529
50912,401711,2266
55814,401383,2013
31184,401233,11633
40870,401085,11421
48414,400717,7484
40959,400525,9005
33830,400497,11451
66808,400426,7916
27899,399877,8357
46919,399862,14120
37477,399327,9074
36529,399295,1830
34319,399201,1635
37733,399146,59
54251,398963,32444
50601,398808,1265
31420,398712,8978
42007,398375,2800
81847,398286,38757
33646,398165,9291
45382,398027,7870
40614,398017,8999
63859,397892,13053
78160,397612,198306
41571,397535,1904
43917,397313,9036
34532,397101,9913
43930,397078,10025
33164,397065,10066
43560,396752,11283
8954,396705,126148
32289,396652,13374
30883,396592,15045
141124,396587,37091
52287,396555,1267
34162,396269,9522
48997,396171,1427
39234,395972,9701
32017,395699,10022
34323,395584,1696
50792,395495,13668
95375,395479,13062
42002,395251,9899
30749,395169,205
31225,393162,7214
44761,393109,9270
61394,392878,14771
41769,392465,23478
33145,391304,8976
8947,391198,1970
9018,391024,18889
8938,390538,1435
8464,390521,9372
8914,390384,14337
8979,390299,174787
43391,390245,29040
8645,390221,436
30892,390123,1853
8937,390022,13416
45672,389860,9339
39398,389828,24408
55768,389790,5559
55282,389722,4513
27882,389326,291
37739,388980,15487
27879,388888,1843
39183,388795,142
27878,388789,1392
101850,388644,89049
36519,388482,9335
8607,388473,13398
27876,388395,9483
27875,388367,31781
38798,388125,11931
33750,387914,20941
36276,387898,445
48142,387877,9676
47997,387808,7512
8957,387564,176
27873,387412,11401
36517,387131,1985
27871,386792,20544
44849,386741,9389
31685,386588,8488
39435,386140,1656
71745,386117,16523
27869,386064,11658
53894,386032,2359
36931,386005,11636
46948,385880,9297
56171,385752,2268
42730,385726,9918
27867,385705,10296
37830,385700,647
36708,385690,65215
32296,385307,10040
30822,385267,1901
96901,385073,223195
8983,385004,9550
37731,385002,8923
33085,384806,10065
47518,384793,9788
39444,384680,6963
33495,384642,9981
45081,384537,588
33826,384488,25248
33124,384369,9393
36533,384286,10092
48501,384116,27275
8951,383694,11109
93320,383678,38674
45722,383574,58
42721,383222,168705
43836,383216,12096
47384,383060,14113
62511,383028,4960
93980,383010,76489
34334,382992,10048
50872,382932,2062
32562,382734,21131
34143,382628,9009
45447,382625,591
32170,382621,20511
27857,382330,464
33817,382189,9709
31427,382077,11096
43869,381971,9975
54997,381849,5176
8531,381707,12153
8638,381681,80
33621,381429,16605
49272,381061,36557
37736,380599,257
72731,380510,7980
27851,380366,1404
92004,380311,145594
6864,380275,28236
50851,380268,14761
30850,379889,11162
58839,379865,4942
34405,379786,16320
37741,379725,398
27850,379593,3396
7256,379557,11194
27846,379225,11420
7460,379217,883
135268,379060,34765
32291,378947,9688
7438,378194,393
37853,378109,11968
84637,377981,45772
34520,377818,6519
8530,377752,8981
32019,377471,4551
110352,377309,9753
27839,377109,10320
36527,377107,9777
7451,377092,10625
27838,377091,12281
27837,377062,11866
45499,376994,36668
27834,376968,11190
32666,376717,44181
48268,376591,41758
8981,376541,2288
91128,376136,23514
34129,376108,7233
27831,375912,4836
51094,375785,14845
33166,375679,1640
72209,375568,16577
30894,375210,11804
8948,375173,8849
42728,375154,9044
8949,375063,9675
8376,374900,8193
32591,374583,11399
64501,374569,8880
53999,374563,14125
8014,374546,113
33836,374536,9722
126430,374463,189197
8832,374330,14797
27826,374277,55177
27822,374102,83
31952,373981,5204
27821,373926,179
54001,373889,675
54785,373883,2082
38061,373469,5236
39419,373450,9729
27816,373283,10105
6945,373175,50314
31878,373074,9470
60514,373051,88751
31114,373024,25350
57223,372873,10253
27815,372824,5528
33794,372784,272
8917,372588,3989
31433,372532,6961
27812,372279,14770
32298,372237,11638
8665,372183,2502
59315,371746,1726
33004,371724,7453
40339,371606,9982
91355,371552,9642
39427,371257,8066
27808,371246,2539
33171,370986,11171
8810,370263,395
43928,370032,9920
46772,369994,13141
33499,369735,4379
27803,369702,1913
30848,369672,9953
117529,369610,135397
42011,369441,7552
64032,369436,12193
8798,369339,1538
27802,369060,11647
38994,369053,38583
8642,368975,9893
8808,368933,11130
7177,368913,14757
27801,368909,9316
8972,368891,2059
56286,368794,3902
6930,368745,51707
39231,368709,9621
27800,368667,11049
8915,368658,26108
31422,368578,11637
8783,368447,6947
74754,368226,17473
8781,368008,14462
44717,367975,52345
50804,367959,1248
27798,367913,9666
59615,367882,217
8364,367790,28219
34530,367652,11453
30793,367594,118
38304,367555,19082
8968,367479,10589
147037,367097,92326
27793,367093,10304
38886,367089,10707
8363,367085,12657
48744,367027,1378
27792,366996,37209
37857,366780,14517
27790,366777,13373
27788,366627,9667
8807,366551,11282
49274,366548,9836
8121,366532,41277
27784,366292,9694
8830,366174,11237
27783,366137,49681
71573,365929,22787
30898,365885,11354
49396,365830,2179
8874,365748,747
40583,365737,231
40148,365686,10851
41716,365485,9515
7982,365376,4552
27778,365265,12583
8872,365125,13702
61350,364970,9381
30846,364961,842
45440,364955,9786
7171,364930,37088
8814,364751,10762
8528,364725,9472
27773,364569,670
9010,364517,8424
27772,364385,11838
7362,364045,11081
7347,363988,1586
41566,363771,411
6890,363589,1807
7360,363547,924
27768,363532,21200
6935,363510,33222
30818,363473,6478
7453,363282,11025
8370,363226,246
31410,363163,613
31445,362590,11413
6771,362511,18113
72380,362478,22825
30810,362270,421
8966,362269,11184
8529,362227,594
54372,362225,10795
44972,362120,4257
33138,362004,13073
7294,361925,16784
8950,361862,4553
8799,361841,14846
68157,361748,16869
8911,361696,14024
34164,361693,14922
30745,361668,12487
8622,361596,1777
7316,361467,11132
31694,361411,57825
8813,361309,23601
30820,361127,9692
36397,361089,14175
41569,360717,254
31696,360486,561
8866,360201,11823
8955,360130,16131
7348,360009,11169
106918,359950,116745
8667,359423,18923
8985,359013,36648
40819,358273,69
8916,358135,4380
32031,358082,9928
31431,357507,8968
8641,357413,8699
31221,357277,9947
8871,357054,26486
33679,356910,787
8910,356721,1599
41573,356680,9043
8372,356634,8920
8870,356618,10145
8643,356470,11247
7317,356150,9352
27751,355987,36763
33672,355702,9787
36401,355295,4442
48082,354899,300
8930,354575,12456
31956,354356,4974
31364,353969,11423
32025,352994,26
31162,352520,10609
8535,352277,15237
33660,352248,921
7376,351977,11358
27741,351817,12496
33615,351283,953
37475,350261,1947
8958,350258,1677
8362,350028,4599
8984,349903,163
7263,349825,14292
8908,349710,11128
8640,349683,9477
8918,349416,16358
7161,349205,11007
6952,348836,4970
37384,348333,7553
46530,348150,1452
31660,348121,8953
27731,347618,15370
49299,347449,57977
27728,347246,12140
31658,347149,4935
27727,347048,363
55031,346952,14348
8977,346491,1966
7767,346336,11659
27724,346293,2518
8865,346156,5137
7172,346094,31026
8753,346091,41316
8974,345950,11836
7260,345551,15708
27722,345549,11606
7437,345074,15673
8800,345061,2577
50162,344854,9992
27721,344510,2841
8644,343818,2048
49822,343737,1247
7293,343660,1824
8011,343168,14108
7173,343135,5966
8625,342956,202475
39869,342735,1951
6875,342300,54973
6327,342275,38868
33437,342258,10027
8577,342213,25783
6380,342172,2260
6568,342167,33339
27713,342150,16765
8931,342143,55047
7160,340855,504
6869,340468,8439
6867,340377,2056
7152,340376,41488
32029,340163,2026
8943,340012,18701
8864,339412,16232
27706,339291,11774
8576,339230,9256
6877,339071,21059
27704,338763,3177
30812,338751,2567
7981,338564,10775
7454,338526,7131
8534,338512,1997
7150,338466,1792
6566,338459,12279
39414,338427,2610
8965,338348,5255
7163,338337,9620
8835,338325,15644
27700,338309,11197
6950,338188,12146
6954,338135,11042
7320,338096,10677
33683,338095,10226
6958,338094,10756
7361,338013,38
6284,337996,17995
53972,337978,1571
6940,337961,1836
8860,337921,9759
7155,337909,8696
7149,337741,6964
33558,337721,14694
7375,337697,11137
7444,337563,10096
27689,337103,60672
6868,335563,4997
7255,335559,13476
7325,335438,9384
7318,335345,615
6711,335266,153
7367,335245,5516
7449,335121,11058
7151,335119,3635
7165,335013,52036
27685,334965,12540
6762,334754,17614
6269,334416,51927
6331,334405,16636
6535,333780,10327
8784,333766,401
7458,332452,652
6863,332379,1584
8366,332375,13193
33358,332285,24078
8533,332280,11036
32598,332047,11431
7319,331953,11217
27674,331811,9282
7369,331632,11024
6751,331468,12767
7439,330793,7220
6769,330602,321
40815,330373,674
8327,330229,870
5622,330136,38951
27664,330099,12703
6005,330069,23626
33158,329774,11679
7352,329767,156
52730,329737,13352
6484,329717,11375
6565,329575,4464
7299,329388,337
84312,329200,12536
6615,329101,6466
6482,329028,10152
5670,328962,19973
6889,328880,10009
8133,328844,15824
27660,328832,55931
6586,328828,8273
7789,328802,1926
6765,328589,10934
7285,328538,11023
40597,328132,68098
7445,328107,9509
6298,328099,13411
6306,327920,14308
8982,327919,15397
